Datetime,Motorcycle,Car,Truck_Lorry,Bus,Date,Is_Holiday,Day_Of_Week,Is_Weekend,Hour,Month
2/4/2024 6:00,122,514,2,0,2/4/2024,0,1,0,6,4
2/4/2024 7:00,299,1258,19,0,2/4/2024,0,1,0,7,4
2/4/2024 8:00,245,950,15,1,2/4/2024,0,1,0,8,4
2/4/2024 9:00,267,1054,18,1,2/4/2024,0,1,0,9,4
2/4/2024 10:00,281,1154,16,1,2/4/2024,0,1,0,10,4
2/4/2024 11:00,221,810,16,1,2/4/2024,0,1,0,11,4
2/4/2024 12:00,236,911,18,2,2/4/2024,0,1,0,12,4
2/4/2024 13:00,237,874,17,1,2/4/2024,0,1,0,13,4
2/4/2024 14:00,242,843,17,1,2/4/2024,0,1,0,14,4
2/4/2024 15:00,272,1061,26,1,2/4/2024,0,1,0,15,4
2/4/2024 16:00,321,1318,23,1,2/4/2024,0,1,0,16,4
2/4/2024 17:00,270,1058,23,2,2/4/2024,0,1,0,17,4
2/4/2024 18:00,242,909,17,2,2/4/2024,0,1,0,18,4
2/4/2024 19:00,285,1140,20,2,2/4/2024,0,1,0,19,4
2/4/2024 20:00,261,1029,20,2,2/4/2024,0,1,0,20,4
2/4/2024 21:00,366,1609,28,2,2/4/2024,0,1,0,21,4
2/4/2024 22:00,291,1119,24,2,2/4/2024,0,1,0,22,4
2/4/2024 23:00,282,1096,24,2,2/4/2024,0,1,0,23,4
3/4/2024 0:00,125,498,2,0,3/4/2024,0,2,0,0,4
3/4/2024 1:00,113,347,1,0,3/4/2024,0,2,0,1,4
3/4/2024 2:00,72,247,1,0,3/4/2024,0,2,0,2,4
3/4/2024 3:00,71,194,0,0,3/4/2024,0,2,0,3,4
3/4/2024 4:00,52,104,0,0,3/4/2024,0,2,0,4,4
3/4/2024 5:00,41,396,1,0,3/4/2024,0,2,0,5,4
3/4/2024 6:00,122,514,2,0,3/4/2024,0,2,0,6,4
3/4/2024 7:00,239,1001,16,0,3/4/2024,0,2,0,7,4
3/4/2024 8:00,270,1269,19,0,3/4/2024,0,2,0,8,4
3/4/2024 9:00,236,919,17,0,3/4/2024,0,2,0,9,4
3/4/2024 10:00,274,1179,19,0,3/4/2024,0,2,0,10,4
3/4/2024 11:00,263,1152,21,1,3/4/2024,0,2,0,11,4
3/4/2024 12:00,275,1285,21,2,3/4/2024,0,2,0,12,4
3/4/2024 13:00,244,1042,22,2,3/4/2024,0,2,0,13,4
3/4/2024 14:00,245,1038,20,2,3/4/2024,0,2,0,14,4
3/4/2024 15:00,269,1182,19,2,3/4/2024,0,2,0,15,4
3/4/2024 16:00,231,1026,20,2,3/4/2024,0,2,0,16,4
3/4/2024 17:00,255,1162,20,2,3/4/2024,0,2,0,17,4
3/4/2024 18:00,296,1204,23,2,3/4/2024,0,2,0,18,4
3/4/2024 19:00,213,782,17,2,3/4/2024,0,2,0,19,4
3/4/2024 20:00,258,1200,21,2,3/4/2024,0,2,0,20,4
3/4/2024 21:00,258,1134,24,3,3/4/2024,0,2,0,21,4
3/4/2024 22:00,262,1071,21,2,3/4/2024,0,2,0,22,4
3/4/2024 23:00,292,1308,26,3,3/4/2024,0,2,0,23,4
4/4/2024 0:00,127,500,2,0,4/4/2024,0,3,0,0,4
4/4/2024 1:00,110,350,1,0,4/4/2024,0,3,0,1,4
4/4/2024 2:00,70,251,0,0,4/4/2024,0,3,0,2,4
4/4/2024 3:00,66,194,0,0,4/4/2024,0,3,0,3,4
4/4/2024 4:00,52,104,0,0,4/4/2024,0,3,0,4,4
4/4/2024 5:00,41,396,1,0,4/4/2024,0,3,0,5,4
4/4/2024 6:00,122,514,2,1,4/4/2024,0,3,0,6,4
4/4/2024 7:00,256,1161,18,0,4/4/2024,0,3,0,7,4
4/4/2024 8:00,249,1102,16,0,4/4/2024,0,3,0,8,4
4/4/2024 9:00,173,683,15,0,4/4/2024,0,3,0,9,4
4/4/2024 10:00,220,1043,14,0,4/4/2024,0,3,0,10,4
4/4/2024 11:00,241,1174,17,0,4/4/2024,0,3,0,11,4
4/4/2024 12:00,253,1231,17,0,4/4/2024,0,3,0,12,4
4/4/2024 13:00,204,904,17,0,4/4/2024,0,3,0,13,4
4/4/2024 14:00,229,1000,19,0,4/4/2024,0,3,0,14,4
4/4/2024 15:00,228,1015,16,0,4/4/2024,0,3,0,15,4
4/4/2024 16:00,270,1378,17,1,4/4/2024,0,3,0,16,4
4/4/2024 17:00,268,1315,21,3,4/4/2024,0,3,0,17,4
4/4/2024 18:00,274,1290,21,2,4/4/2024,0,3,0,18,4
4/4/2024 19:00,232,1044,18,2,4/4/2024,0,3,0,19,4
4/4/2024 20:00,292,1455,22,2,4/4/2024,0,3,0,20,4
4/4/2024 21:00,240,1137,18,2,4/4/2024,0,3,0,21,4
4/4/2024 22:00,220,1053,17,2,4/4/2024,0,3,0,22,4
4/4/2024 23:00,197,774,18,2,4/4/2024,0,3,0,23,4
5/4/2024 0:00,138,326,4,0,5/4/2024,0,4,0,0,4
5/4/2024 1:00,162,263,6,0,5/4/2024,0,4,0,1,4
5/4/2024 2:00,173,217,5,0,5/4/2024,0,4,0,2,4
5/4/2024 3:00,181,157,5,0,5/4/2024,0,4,0,3,4
5/4/2024 4:00,124,438,5,1,5/4/2024,0,4,0,4,4
5/4/2024 5:00,143,498,6,2,5/4/2024,0,4,0,5,4
5/4/2024 6:00,175,890,5,1,5/4/2024,0,4,0,6,4
5/4/2024 7:00,104,693,8,2,5/4/2024,0,4,0,7,4
5/4/2024 8:00,104,577,5,1,5/4/2024,0,4,0,8,4
5/4/2024 9:00,134,535,5,1,5/4/2024,0,4,0,9,4
5/4/2024 10:00,139,490,6,1,5/4/2024,0,4,0,10,4
5/4/2024 11:00,250,927,5,1,5/4/2024,0,4,0,11,4
5/4/2024 12:00,143,504,5,1,5/4/2024,0,4,0,12,4
5/4/2024 13:00,89,393,5,1,5/4/2024,0,4,0,13,4
5/4/2024 14:00,190,501,5,1,5/4/2024,0,4,0,14,4
5/4/2024 15:00,175,633,5,1,5/4/2024,0,4,0,15,4
5/4/2024 16:00,152,728,5,2,5/4/2024,0,4,0,16,4
5/4/2024 17:00,105,507,6,2,5/4/2024,0,4,0,17,4
5/4/2024 18:00,148,519,6,2,5/4/2024,0,4,0,18,4
5/4/2024 19:00,139,504,6,2,5/4/2024,0,4,0,19,4
5/4/2024 20:00,141,650,8,2,5/4/2024,0,4,0,20,4
5/4/2024 21:00,148,557,7,2,5/4/2024,0,4,0,21,4
5/4/2024 22:00,235,836,7,2,5/4/2024,0,4,0,22,4
5/4/2024 23:00,99,303,7,2,5/4/2024,0,4,0,23,4
6/4/2024 0:00,218,324,448,0,6/4/2024,0,5,1,0,4
6/4/2024 1:00,210,308,432,0,6/4/2024,0,5,1,1,4
6/4/2024 2:00,240,257,458,0,6/4/2024,0,5,1,2,4
6/4/2024 3:00,164,136,388,0,6/4/2024,0,5,1,3,4
6/4/2024 4:00,146,194,372,0,6/4/2024,0,5,1,4,4
6/4/2024 5:00,144,370,368,0,6/4/2024,0,5,1,5,4
6/4/2024 6:00,140,799,372,2,6/4/2024,0,5,1,6,4
6/4/2024 7:00,124,524,346,0,6/4/2024,0,5,1,7,4
6/4/2024 8:00,188,583,410,0,6/4/2024,0,5,1,8,4
6/4/2024 9:00,108,490,328,0,6/4/2024,0,5,1,9,4
6/4/2024 10:00,54,405,276,0,6/4/2024,0,5,1,10,4
6/4/2024 11:00,144,398,370,2,6/4/2024,0,5,1,11,4
6/4/2024 12:00,180,504,408,2,6/4/2024,0,5,1,12,4
6/4/2024 13:00,188,524,404,2,6/4/2024,0,5,1,13,4
6/4/2024 14:00,136,490,360,2,6/4/2024,0,5,1,14,4
6/4/2024 15:00,70,808,306,2,6/4/2024,0,5,1,15,4
6/4/2024 16:00,128,684,354,2,6/4/2024,0,5,1,16,4
6/4/2024 17:00,102,363,332,2,6/4/2024,0,5,1,17,4
6/4/2024 18:00,106,343,338,2,6/4/2024,0,5,1,18,4
6/4/2024 19:00,296,315,500,2,6/4/2024,0,5,1,19,4
6/4/2024 20:00,126,361,350,2,6/4/2024,0,5,1,20,4
6/4/2024 21:00,212,620,430,2,6/4/2024,0,5,1,21,4
6/4/2024 22:00,130,350,356,2,6/4/2024,0,5,1,22,4
6/4/2024 23:00,326,762,522,2,6/4/2024,0,5,1,23,4
7/4/2024 0:00,176,359,4,0,7/4/2024,0,6,1,0,4
7/4/2024 1:00,175,293,5,0,7/4/2024,0,6,1,1,4
7/4/2024 2:00,186,129,7,1,7/4/2024,0,6,1,2,4
7/4/2024 3:00,138,225,5,0,7/4/2024,0,6,1,3,4
7/4/2024 4:00,209,234,6,0,7/4/2024,0,6,1,4,4
7/4/2024 5:00,148,423,5,0,7/4/2024,0,6,1,5,4
7/4/2024 6:00,249,771,5,0,7/4/2024,0,6,1,6,4
7/4/2024 7:00,206,617,5,0,7/4/2024,0,6,1,7,4
7/4/2024 8:00,131,505,5,0,7/4/2024,0,6,1,8,4
7/4/2024 9:00,144,405,5,0,7/4/2024,0,6,1,9,4
7/4/2024 10:00,197,648,5,0,7/4/2024,0,6,1,10,4
7/4/2024 11:00,135,519,6,1,7/4/2024,0,6,1,11,4
7/4/2024 12:00,249,755,5,1,7/4/2024,0,6,1,12,4
7/4/2024 13:00,174,755,5,1,7/4/2024,0,6,1,13,4
7/4/2024 14:00,224,674,5,1,7/4/2024,0,6,1,14,4
7/4/2024 15:00,142,777,5,1,7/4/2024,0,6,1,15,4
7/4/2024 16:00,157,697,5,1,7/4/2024,0,6,1,16,4
7/4/2024 17:00,203,579,6,1,7/4/2024,0,6,1,17,4
7/4/2024 18:00,204,628,6,1,7/4/2024,0,6,1,18,4
7/4/2024 19:00,159,457,5,1,7/4/2024,0,6,1,19,4
7/4/2024 20:00,144,396,5,2,7/4/2024,0,6,1,20,4
7/4/2024 21:00,154,739,5,2,7/4/2024,0,6,1,21,4
7/4/2024 22:00,254,528,5,2,7/4/2024,0,6,1,22,4
7/4/2024 23:00,171,535,7,3,7/4/2024,0,6,1,23,4
8/4/2024 0:00,328,362,6,0,8/4/2024,0,0,0,0,4
8/4/2024 1:00,185,340,9,1,8/4/2024,0,0,0,1,4
8/4/2024 2:00,159,187,7,1,8/4/2024,0,0,0,2,4
8/4/2024 3:00,179,219,7,1,8/4/2024,0,0,0,3,4
8/4/2024 4:00,160,256,7,1,8/4/2024,0,0,0,4,4
8/4/2024 5:00,83,786,7,1,8/4/2024,0,0,0,5,4
8/4/2024 6:00,210,1156,7,1,8/4/2024,0,0,0,6,4
8/4/2024 7:00,296,1107,6,1,8/4/2024,0,0,0,7,4
8/4/2024 8:00,224,833,7,1,8/4/2024,0,0,0,8,4
8/4/2024 9:00,98,352,8,2,8/4/2024,0,0,0,9,4
8/4/2024 10:00,246,908,7,2,8/4/2024,0,0,0,10,4
8/4/2024 11:00,175,617,8,2,8/4/2024,0,0,0,11,4
8/4/2024 12:00,229,828,8,2,8/4/2024,0,0,0,12,4
8/4/2024 13:00,185,1065,9,2,8/4/2024,0,0,0,13,4
8/4/2024 14:00,188,908,8,2,8/4/2024,0,0,0,14,4
8/4/2024 15:00,220,792,8,2,8/4/2024,0,0,0,15,4
8/4/2024 16:00,245,1159,8,2,8/4/2024,0,0,0,16,4
8/4/2024 17:00,206,1029,9,2,8/4/2024,0,0,0,17,4
8/4/2024 18:00,121,744,8,2,8/4/2024,0,0,0,18,4
8/4/2024 19:00,189,688,9,2,8/4/2024,0,0,0,19,4
8/4/2024 20:00,228,682,9,2,8/4/2024,0,0,0,20,4
8/4/2024 21:00,106,657,8,2,8/4/2024,0,0,0,21,4
8/4/2024 22:00,150,475,8,2,8/4/2024,0,0,0,22,4
8/4/2024 23:00,255,362,10,2,8/4/2024,0,0,0,23,4
9/4/2024 0:00,200,361,6,0,9/4/2024,0,1,0,0,4
9/4/2024 1:00,125,297,5,0,9/4/2024,0,1,0,1,4
9/4/2024 2:00,224,210,7,1,9/4/2024,0,1,0,2,4
9/4/2024 3:00,214,199,6,1,9/4/2024,0,1,0,3,4
9/4/2024 4:00,184,233,7,1,9/4/2024,0,1,0,4,4
9/4/2024 5:00,243,610,8,2,9/4/2024,0,1,0,5,4
9/4/2024 6:00,169,1325,7,1,9/4/2024,0,1,0,6,4
9/4/2024 7:00,102,1040,7,1,9/4/2024,0,1,0,7,4
9/4/2024 8:00,247,790,7,1,9/4/2024,0,1,0,8,4
9/4/2024 9:00,100,606,6,1,9/4/2024,0,1,0,9,4
9/4/2024 10:00,181,673,7,1,9/4/2024,0,1,0,10,4
9/4/2024 11:00,66,678,6,1,9/4/2024,0,1,0,11,4
9/4/2024 12:00,81,514,6,1,9/4/2024,0,1,0,12,4
9/4/2024 13:00,206,777,7,1,9/4/2024,0,1,0,13,4
9/4/2024 14:00,152,564,6,2,9/4/2024,0,1,0,14,4
9/4/2024 15:00,155,564,8,2,9/4/2024,0,1,0,15,4
9/4/2024 16:00,183,1301,7,2,9/4/2024,0,1,0,16,4
9/4/2024 17:00,220,813,9,2,9/4/2024,0,1,0,17,4
9/4/2024 18:00,204,773,8,2,9/4/2024,0,1,0,18,4
9/4/2024 19:00,219,664,7,2,9/4/2024,0,1,0,19,4
9/4/2024 20:00,91,806,8,2,9/4/2024,0,1,0,20,4
9/4/2024 21:00,325,968,11,3,9/4/2024,0,1,0,21,4
9/4/2024 22:00,76,573,8,2,9/4/2024,0,1,0,22,4
9/4/2024 23:00,282,465,10,2,9/4/2024,0,1,0,23,4
10/4/2024 0:00,225,372,3,0,10/4/2024,1,2,0,0,4
10/4/2024 1:00,109,209,3,0,10/4/2024,1,2,0,1,4
10/4/2024 2:00,174,183,3,0,10/4/2024,1,2,0,2,4
10/4/2024 3:00,115,242,3,0,10/4/2024,1,2,0,3,4
10/4/2024 4:00,136,241,3,0,10/4/2024,1,2,0,4,4
10/4/2024 5:00,217,1126,3,0,10/4/2024,1,2,0,5,4
10/4/2024 6:00,198,939,3,1,10/4/2024,1,2,0,6,4
10/4/2024 7:00,190,676,3,1,10/4/2024,1,2,0,7,4
10/4/2024 8:00,233,947,3,1,10/4/2024,1,2,0,8,4
10/4/2024 9:00,183,600,4,1,10/4/2024,1,2,0,9,4
10/4/2024 10:00,223,766,4,2,10/4/2024,1,2,0,10,4
10/4/2024 11:00,207,690,4,2,10/4/2024,1,2,0,11,4
10/4/2024 12:00,146,813,5,2,10/4/2024,1,2,0,12,4
10/4/2024 13:00,143,713,4,2,10/4/2024,1,2,0,13,4
10/4/2024 14:00,310,852,4,2,10/4/2024,1,2,0,14,4
10/4/2024 15:00,227,1296,6,4,10/4/2024,1,2,0,15,4
10/4/2024 16:00,144,1224,4,2,10/4/2024,1,2,0,16,4
10/4/2024 17:00,102,1041,5,2,10/4/2024,1,2,0,17,4
10/4/2024 18:00,196,761,5,2,10/4/2024,1,2,0,18,4
10/4/2024 19:00,242,845,5,2,10/4/2024,1,2,0,19,4
10/4/2024 20:00,179,375,6,2,10/4/2024,1,2,0,20,4
10/4/2024 21:00,111,389,5,2,10/4/2024,1,2,0,21,4
10/4/2024 22:00,380,312,5,2,10/4/2024,1,2,0,22,4
10/4/2024 23:00,330,334,6,2,10/4/2024,1,2,0,23,4
11/4/2024 0:00,262,519,3,0,11/4/2024,1,3,0,0,4
11/4/2024 1:00,166,341,5,1,11/4/2024,1,3,0,1,4
11/4/2024 2:00,142,216,4,0,11/4/2024,1,3,0,2,4
11/4/2024 3:00,167,196,5,0,11/4/2024,1,3,0,3,4
11/4/2024 4:00,168,251,4,0,11/4/2024,1,3,0,4,4
11/4/2024 5:00,250,884,4,0,11/4/2024,1,3,0,5,4
11/4/2024 6:00,144,1229,4,0,11/4/2024,1,3,0,6,4
11/4/2024 7:00,191,957,5,2,11/4/2024,1,3,0,7,4
11/4/2024 8:00,177,653,4,1,11/4/2024,1,3,0,8,4
11/4/2024 9:00,182,971,4,1,11/4/2024,1,3,0,9,4
11/4/2024 10:00,212,642,5,1,11/4/2024,1,3,0,10,4
11/4/2024 11:00,198,584,5,1,11/4/2024,1,3,0,11,4
11/4/2024 12:00,201,858,5,1,11/4/2024,1,3,0,12,4
11/4/2024 13:00,232,997,6,1,11/4/2024,1,3,0,13,4
11/4/2024 14:00,142,755,5,1,11/4/2024,1,3,0,14,4
11/4/2024 15:00,186,1062,5,1,11/4/2024,1,3,0,15,4
11/4/2024 16:00,185,1045,6,1,11/4/2024,1,3,0,16,4
11/4/2024 17:00,159,923,5,2,11/4/2024,1,3,0,17,4
11/4/2024 18:00,139,947,5,2,11/4/2024,1,3,0,18,4
11/4/2024 19:00,235,915,6,2,11/4/2024,1,3,0,19,4
11/4/2024 20:00,203,791,5,2,11/4/2024,1,3,0,20,4
11/4/2024 21:00,99,744,5,2,11/4/2024,1,3,0,21,4
11/4/2024 22:00,128,625,5,2,11/4/2024,1,3,0,22,4
11/4/2024 23:00,176,699,5,2,11/4/2024,1,3,0,23,4
12/4/2024 0:00,167,484,4,0,12/4/2024,0,4,0,0,4
12/4/2024 1:00,157,400,5,0,12/4/2024,0,4,0,1,4
12/4/2024 2:00,169,247,5,0,12/4/2024,0,4,0,2,4
12/4/2024 3:00,137,433,5,1,12/4/2024,0,4,0,3,4
12/4/2024 4:00,171,730,5,1,12/4/2024,0,4,0,4,4
12/4/2024 5:00,214,833,5,1,12/4/2024,0,4,0,5,4
12/4/2024 6:00,177,769,5,1,12/4/2024,0,4,0,6,4
12/4/2024 7:00,275,1258,5,1,12/4/2024,0,4,0,7,4
12/4/2024 8:00,209,955,6,2,12/4/2024,0,4,0,8,4
12/4/2024 9:00,87,784,6,1,12/4/2024,0,4,0,9,4
12/4/2024 10:00,234,1002,6,1,12/4/2024,0,4,0,10,4
12/4/2024 11:00,186,934,5,1,12/4/2024,0,4,0,11,4
12/4/2024 12:00,144,575,6,1,12/4/2024,0,4,0,12,4
12/4/2024 13:00,275,1220,5,1,12/4/2024,0,4,0,13,4
12/4/2024 14:00,205,838,5,1,12/4/2024,0,4,0,14,4
12/4/2024 15:00,161,638,5,1,12/4/2024,0,4,0,15,4
12/4/2024 16:00,238,1025,5,1,12/4/2024,0,4,0,16,4
12/4/2024 17:00,192,801,6,1,12/4/2024,0,4,0,17,4
12/4/2024 18:00,207,833,5,1,12/4/2024,0,4,0,18,4
12/4/2024 19:00,223,993,5,2,12/4/2024,0,4,0,19,4
12/4/2024 20:00,101,585,6,2,12/4/2024,0,4,0,20,4
12/4/2024 21:00,187,764,6,2,12/4/2024,0,4,0,21,4
12/4/2024 22:00,154,623,6,2,12/4/2024,0,4,0,22,4
12/4/2024 23:00,145,868,7,3,12/4/2024,0,4,0,23,4
13/4/2024 0:00,119,412,6,0,13/4/2024,0,5,1,0,4
13/4/2024 1:00,175,297,8,1,13/4/2024,0,5,1,1,4
13/4/2024 2:00,80,245,5,0,13/4/2024,0,5,1,2,4
13/4/2024 3:00,213,222,7,1,13/4/2024,0,5,1,3,4
13/4/2024 4:00,223,227,6,1,13/4/2024,0,5,1,4,4
13/4/2024 5:00,246,287,7,1,13/4/2024,0,5,1,5,4
13/4/2024 6:00,100,760,6,1,13/4/2024,0,5,1,6,4
13/4/2024 7:00,193,1268,6,1,13/4/2024,0,5,1,7,4
13/4/2024 8:00,181,922,7,1,13/4/2024,0,5,1,8,4
13/4/2024 9:00,121,749,8,1,13/4/2024,0,5,1,9,4
13/4/2024 10:00,233,595,9,2,13/4/2024,0,5,1,10,4
13/4/2024 11:00,157,573,7,1,13/4/2024,0,5,1,11,4
13/4/2024 12:00,210,783,8,1,13/4/2024,0,5,1,12,4
13/4/2024 13:00,221,856,7,1,13/4/2024,0,5,1,13,4
13/4/2024 14:00,216,828,7,1,13/4/2024,0,5,1,14,4
13/4/2024 15:00,119,805,9,1,13/4/2024,0,5,1,15,4
13/4/2024 16:00,139,767,9,1,13/4/2024,0,5,1,16,4
13/4/2024 17:00,262,1007,8,1,13/4/2024,0,5,1,17,4
13/4/2024 18:00,237,912,9,2,13/4/2024,0,5,1,18,4
13/4/2024 19:00,163,584,9,2,13/4/2024,0,5,1,19,4
13/4/2024 20:00,166,870,9,2,13/4/2024,0,5,1,20,4
13/4/2024 21:00,183,655,10,2,13/4/2024,0,5,1,21,4
13/4/2024 22:00,277,1059,9,2,13/4/2024,0,5,1,22,4
13/4/2024 23:00,205,775,9,2,13/4/2024,0,5,1,23,4
14/4/2024 0:00,96,524,2,0,14/4/2024,0,6,1,0,4
14/4/2024 1:00,214,289,2,0,14/4/2024,0,6,1,1,4
14/4/2024 2:00,190,194,2,0,14/4/2024,0,6,1,2,4
14/4/2024 3:00,76,190,4,2,14/4/2024,0,6,1,3,4
14/4/2024 4:00,248,150,2,2,14/4/2024,0,6,1,4,4
14/4/2024 5:00,52,150,2,2,14/4/2024,0,6,1,5,4
14/4/2024 6:00,238,518,2,2,14/4/2024,0,6,1,6,4
14/4/2024 7:00,76,806,2,2,14/4/2024,0,6,1,7,4
14/4/2024 8:00,154,466,2,2,14/4/2024,0,6,1,8,4
14/4/2024 9:00,162,488,2,2,14/4/2024,0,6,1,9,4
14/4/2024 10:00,110,495,2,2,14/4/2024,0,6,1,10,4
14/4/2024 11:00,132,486,2,2,14/4/2024,0,6,1,11,4
14/4/2024 12:00,74,686,2,2,14/4/2024,0,6,1,12,4
14/4/2024 13:00,318,1046,2,2,14/4/2024,0,6,1,13,4
14/4/2024 14:00,134,392,4,2,14/4/2024,0,6,1,14,4
14/4/2024 15:00,272,880,4,2,14/4/2024,0,6,1,15,4
14/4/2024 16:00,250,800,4,2,14/4/2024,0,6,1,16,4
14/4/2024 17:00,186,576,4,2,14/4/2024,0,6,1,17,4
14/4/2024 18:00,168,508,6,4,14/4/2024,0,6,1,18,4
14/4/2024 19:00,136,384,4,2,14/4/2024,0,6,1,19,4
14/4/2024 20:00,220,692,4,2,14/4/2024,0,6,1,20,4
14/4/2024 21:00,182,562,4,2,14/4/2024,0,6,1,21,4
14/4/2024 22:00,192,594,4,2,14/4/2024,0,6,1,22,4
14/4/2024 23:00,180,544,4,2,14/4/2024,0,6,1,23,4
15/4/2024 0:00,254,484,10,0,15/4/2024,0,0,0,0,4
15/4/2024 1:00,228,403,10,0,15/4/2024,0,0,0,1,4
15/4/2024 2:00,171,335,9,0,15/4/2024,0,0,0,2,4
15/4/2024 3:00,122,257,9,0,15/4/2024,0,0,0,3,4
15/4/2024 4:00,207,258,9,0,15/4/2024,0,0,0,4,4
15/4/2024 5:00,140,1005,10,0,15/4/2024,0,0,0,5,4
15/4/2024 6:00,171,1214,9,0,15/4/2024,0,0,0,6,4
15/4/2024 7:00,249,1210,12,0,15/4/2024,0,0,0,7,4
15/4/2024 8:00,257,1129,9,1,15/4/2024,0,0,0,8,4
15/4/2024 9:00,206,931,11,1,15/4/2024,0,0,0,9,4
15/4/2024 10:00,102,677,8,1,15/4/2024,0,0,0,10,4
15/4/2024 11:00,219,1038,9,1,15/4/2024,0,0,0,11,4
15/4/2024 12:00,133,715,11,2,15/4/2024,0,0,0,12,4
15/4/2024 13:00,223,1002,12,1,15/4/2024,0,0,0,13,4
15/4/2024 14:00,215,980,12,1,15/4/2024,0,0,0,14,4
15/4/2024 15:00,274,1202,11,1,15/4/2024,0,0,0,15,4
15/4/2024 16:00,205,1037,11,2,15/4/2024,0,0,0,16,4
15/4/2024 17:00,201,1203,11,2,15/4/2024,0,0,0,17,4
15/4/2024 18:00,190,775,11,2,15/4/2024,0,0,0,18,4
15/4/2024 19:00,218,1018,12,2,15/4/2024,0,0,0,19,4
15/4/2024 20:00,182,1238,13,2,15/4/2024,0,0,0,20,4
15/4/2024 21:00,222,1011,13,2,15/4/2024,0,0,0,21,4
15/4/2024 22:00,98,557,13,2,15/4/2024,0,0,0,22,4
15/4/2024 23:00,169,731,14,3,15/4/2024,0,0,0,23,4
16/4/2024 0:00,244,382,9,0,16/4/2024,0,1,0,0,4
16/4/2024 1:00,180,357,8,0,16/4/2024,0,1,0,1,4
16/4/2024 2:00,176,300,8,0,16/4/2024,0,1,0,2,4
16/4/2024 3:00,181,266,8,0,16/4/2024,0,1,0,3,4
16/4/2024 4:00,122,255,10,1,16/4/2024,0,1,0,4,4
16/4/2024 5:00,240,850,10,2,16/4/2024,0,1,0,5,4
16/4/2024 6:00,207,1254,8,1,16/4/2024,0,1,0,6,4
16/4/2024 7:00,206,1250,9,1,16/4/2024,0,1,0,7,4
16/4/2024 8:00,160,999,9,1,16/4/2024,0,1,0,8,4
16/4/2024 9:00,223,878,10,1,16/4/2024,0,1,0,9,4
16/4/2024 10:00,275,1250,12,1,16/4/2024,0,1,0,10,4
16/4/2024 11:00,196,926,9,1,16/4/2024,0,1,0,11,4
16/4/2024 12:00,180,972,9,2,16/4/2024,0,1,0,12,4
16/4/2024 13:00,196,900,9,2,16/4/2024,0,1,0,13,4
16/4/2024 14:00,188,872,10,2,16/4/2024,0,1,0,14,4
16/4/2024 15:00,158,1108,12,2,16/4/2024,0,1,0,15,4
16/4/2024 16:00,189,860,11,2,16/4/2024,0,1,0,16,4
16/4/2024 17:00,237,1057,11,2,16/4/2024,0,1,0,17,4
16/4/2024 18:00,234,1019,11,2,16/4/2024,0,1,0,18,4
16/4/2024 19:00,145,785,11,3,16/4/2024,0,1,0,19,4
16/4/2024 20:00,76,743,11,2,16/4/2024,0,1,0,20,4
16/4/2024 21:00,185,774,14,2,16/4/2024,0,1,0,21,4
16/4/2024 22:00,233,1023,13,2,16/4/2024,0,1,0,22,4
16/4/2024 23:00,140,842,13,2,16/4/2024,0,1,0,23,4
17/4/2024 0:00,292,626,10,0,17/4/2024,0,2,0,0,4
17/4/2024 1:00,174,467,8,0,17/4/2024,0,2,0,1,4
17/4/2024 2:00,289,446,9,0,17/4/2024,0,2,0,2,4
17/4/2024 3:00,302,344,11,1,17/4/2024,0,2,0,3,4
17/4/2024 4:00,151,279,10,0,17/4/2024,0,2,0,4,4
17/4/2024 5:00,151,648,9,0,17/4/2024,0,2,0,5,4
17/4/2024 6:00,167,1202,8,0,17/4/2024,0,2,0,6,4
17/4/2024 7:00,156,1239,10,0,17/4/2024,0,2,0,7,4
17/4/2024 8:00,177,942,8,0,17/4/2024,0,2,0,8,4
17/4/2024 9:00,212,764,12,0,17/4/2024,0,2,0,9,4
17/4/2024 10:00,299,1227,13,1,17/4/2024,0,2,0,10,4
17/4/2024 11:00,214,994,9,0,17/4/2024,0,2,0,11,4
17/4/2024 12:00,263,968,9,0,17/4/2024,0,2,0,12,4
17/4/2024 13:00,229,965,10,2,17/4/2024,0,2,0,13,4
17/4/2024 14:00,258,1050,9,2,17/4/2024,0,2,0,14,4
17/4/2024 15:00,154,931,8,2,17/4/2024,0,2,0,15,4
17/4/2024 16:00,291,1186,11,2,17/4/2024,0,2,0,16,4
17/4/2024 17:00,156,805,11,2,17/4/2024,0,2,0,17,4
17/4/2024 18:00,169,628,10,2,17/4/2024,0,2,0,18,4
17/4/2024 19:00,328,1182,12,2,17/4/2024,0,2,0,19,4
17/4/2024 20:00,170,683,11,2,17/4/2024,0,2,0,20,4
17/4/2024 21:00,203,947,10,2,17/4/2024,0,2,0,21,4
17/4/2024 22:00,132,531,11,2,17/4/2024,0,2,0,22,4
17/4/2024 23:00,185,738,13,2,17/4/2024,0,2,0,23,4
18/4/2024 0:00,321,539,13,0,18/4/2024,0,3,0,0,4
18/4/2024 1:00,215,512,9,0,18/4/2024,0,3,0,1,4
18/4/2024 2:00,145,323,11,0,18/4/2024,0,3,0,2,4
18/4/2024 3:00,121,265,10,0,18/4/2024,0,3,0,3,4
18/4/2024 4:00,169,428,10,0,18/4/2024,0,3,0,4,4
18/4/2024 5:00,87,625,9,0,18/4/2024,0,3,0,5,4
